SourateID,Sourate,VerseID,Verse
24,LEER GA,50,"Moo ndax dañoo am woppi xol ? Walla dañuy jiixi-jaaxa ? Walla dañuy ragal Yàlla ak ub Yonentam yiir leen ? Deewalaay ! waaye ñoom ay tooñkat lañu."
24,LEER GA,51,"Ñi gëm Yàlla [jullit ñi], saa su ñu déggee woote buy jëme ci Yàlla ak ub Yonentam ngir àtte seen diggante, seeni wax du doon ludul ne : " Dégg nanu, topp nanu ". Ñooña ñooy ña texe."
24,LEER GA,52,"Képp kuy topp Yàlla ak ub Yonentam, ragal Yàlla te di Ko fuglu, ñooña ñooy ña texe."
24,LEER GA,53,"Danañuy giñ ci Yàlla fa mu gëna ñàngee, naan boo leen digalee danañu génn [dem xare ji]. Neel : " Buleen giñ. [Wax ji rekk doyul]. Yàlla xam na li ngeen di def "."
24,LEER GA,54,"Neel : " Toppleen Yàlla te topp ab Yonentam. Bu ñu dummóoyoo ñoom nag, yéen itam ak seen mbiri bopp; su ngen toppee gindiku ". Yonent bi moom jottal rekka ko ci war."
24,LEER GA,55,"Yàlla dig na ña gëm ci ñoom, tey jëfu yiw ne defna leen kuutaay ci kaw suuf kem ni Mu defe woon kuutaay ca ña leen jiitu woon. Te Danaleen yombalal jëfandikoo diiney [Islaam] ji Mu leen tànnal. Te it Danaleen soppil ginnaaw tiitaange kóolute. Ñu di Ma jaamu te duñu Ma bokkaale lenn. Képp ku weddi ginnaaw loolu, kon ñoom ñooy saay-saay sa."
24,LEER GA,56,"Nangeen di taxawal julli tey génne asaka, te it nangeen topp Yonent bi, ndaxtele yërëmees leen."
24,LEER GA,57,"Buleen foog ne yéefër yi dañoo tiiñ [Yàlla] ci kaw suuf. Seenub daluwaay Safara la. Ndaw muj gu bon."
24,LEER GA,58,"Éy yéen ñi gëm ! Na leen seeni jaam ak seeni xale yi matagul [mukkàllaf] di yëglu ba la ñoo dugg ci yéen ci ñetti waxtu yii : lu jiitu jullig fajar, ak bu ngeen summikoo ci njolloor, ak ginnaaw jullig gee ; loolu ñetti awra la ba ca waxtuy julli ya. Aayul ci yéen ngeen di gëwéelu di nemmeekuwante. Lii nag, Yàllaa leen cay faramfàcceel ay laayaam [kàddu], Yàlla ku xam la, Ku xereñ la."
24,LEER GA,59,"Xale yi itam [nañuy yëglu saa su ñu matee mukkàllaf], nañu yëglu na ko ña leen jiitu daan yëgloo. Nii la leen Yàlla di faramfàccelee ay kàddoom, te Yàlla ku xam la, Ku xereñ la."
24,LEER GA,60,"Aayul ci jigéen ñi toog ba yaakaaratuñoo sëy ñuy summiku te baña wut ab taar, [waaye] bu ñu muuroon seeni yaram moo gën ci ñoom. Yàlla kuy dégg la, Ku xam la."
24,LEER GA,61,"Aayul itam ci silmaxa [gumba], aayul itam ci ku lompoñ [làggi], aayul itam ci ku wopp, aayul itam ci yéen ci seen bopp ngeen di lekke ci seeni kër walla seeni këri baay, walla seeni këri mbokk yu jigéen, walla seeni këru baay-tëx, walla seeni këru bàjj en, walla seeni kër nijaay, walla seeni këri yaay-tëx, walla seeni jaam, walla seeni xarit. Aayul ci yéen ngeen di lekkandoon walla ngeen beru. Bu ngeen duggee ci kër, nangeen di ñuyyuwante ci ñuyyoo bu bawoo ca Yàlla, teey te barkeel. Noonu la leen Yàlla di faramfàccelee laaya ya ndaxtele ngeen xel-lu."
24,LEER GA,62,"Way-gëm ña dëgg-dëgg ñooy ña gëm Yàlla ak ub Yonentam, te mépp mbir mu ñu bokk ak nit ñi, bala ñu caa jëfandiku, laaj ndigal. Ñooñii nga xam ne ñoo lay laaj ndigal ngir seen itte bopp, na nga jox ndigal ña la soob ; te nanga leen jéggalul Yàlla, Yàlla Jéggalaakoon la, Jaglewaakoon la."
24,LEER GA,63,"Buleen def wooteb Yonent bi ni wooteb jenn waay ci yéen. Yàlla dana xam ñay potoxlu te bokk ci yéen. Ña nga xam ne dañuy moy ndigalam, nañu moytu ab sànje dal leen mb aa mbugal mu metti."
24,LEER GA,64,"Ca dëgg-dëgg, Yàllaa moom li nekk ci asamaan yeek suuf si. Moo gëna xam li ngeen nekk, bu keroogee ba ñu leen di delloo ca Moom, Mu di leen xibaar lañu defoon. Yàlla kat xam na lépp."
25,TÉQALE GA,1,"Yàlla barkeel na [màgg na] Moom mi wàcce Téere ba [Alxuraan] ca jaamam ba ngir mu doon luy xupp waa àddina si yépp."
25,TÉQALE GA,2,"Moom mi nga xam ne Moo moom nguurug asamaan yeek suuf si, te jàppewul kenn doomam, te it amul ku Mu bokkal nguur gi, Moo bind lépp te jox na ko dayo ba mu témbool."
25,TÉQALE GA,3,"Te ñoom dañoo jàppe ay yàlla ñenenn ñoo xam ne binduñu tus, faf ñoom sax dañu leena bind, te it mënuñoo lor seen bopp waxantumalaak njariñ, amuñu dee amuñu dundu waxantumalaak dekki."
25,TÉQALE GA,4,"yéefër yi wax nañu ne : " [Alxuraan] jii daal aw duur la wu [Muxammad] moo ko sos, te dafa am ñu ko cay jàppale ". Li ñu fi indi tooñ aki fen la."
25,TÉQALE GA,5,"Ñu wax it ne : " Léebi mag ñu jëkk ña rekk la ! Ñu koy saa muy bind suba ak ngoon ! ""
25,TÉQALE GA,6,"Neel : " Ki ko wàcce moo xam mbooti asamaan yeek suuf si. Di ab Jéggalaakon, di Jaglew aakoon."
25,TÉQALE GA,7,"Ñu wax ne [ñoom yéefër yi] : " Ana lan moo tax Yonent bii di lekk ñam aka dox ci ja yi [màrse yi] ? Lan moo tax wutéelsu ko Malaaka mu ànd ak moom di xuppaate ?"
25,TÉQALE GA,8,"Walla mu am ndàmb ? Mbaa mu am tooli dër di ci lekk ? ". Tooñkat ya naan : " Yéen daal toppiwuleen kudul as waay ju ag njibar jàpp "."
25,TÉQALE GA,9,"Gisal ni ñu lay méngaléelee ! Dañuy sànku te amuñu ca wenn yoon."
25,TÉQALE GA,10,"Yàlla ju barkeel ja nga xam ne bu Ko sooboon Mu defal la ci loolu Àjjana joo xam ay dex dañuy daw ci suufam ; Mu defal la it ay jénde."
25,TÉQALE GA,11,"Waaye wedd nañu Bis-pénc ba. Te ñun kat waajalal Nanu, képp ku weddi Bis-pénc ba, aw safara wuy jér-jéri."
25,TÉQALE GA,12,"Saa su leen Safara soosu séenee fu sori, dinañu dégg riiram."
25,TÉQALE GA,13,"Bu ñu leen ca sànnee ci pukus bu xat, lëkke leen [jéng], ñuy wél-wéliy juuxu ci toskare."
25,TÉQALE GA,14," " Bisu tey jii, buleen yuuxu jenn tuskare doŋŋ, ay tuskare yu bari la "."
25,TÉQALE GA,15,"Neel : " Ndax loolu moo gën ? Walla Àjjanay xéewal ju sax ju ma digee fey gaa ña ragal Yàlla, muy seen kër ? ""
25,TÉQALE GA,16,"Am nañu fa lépp lu leen fa soob te dañu fay béel. Yàllaa ko warlu."
25,TÉQALE GA,17,"Bis ba Mu leen di pang, boole leen ak ya ñu doon jaamu bàyyi Yàlla, Di leen wax [moom Yàlla] naan : " Ndax yéena sànkoon sama jaam ñii, walla ñoom ñoo sànku woon réere yoon wa ? ""
25,TÉQALE GA,18,"Ñuy wax di tontu naan : " Tudd nañu sa sell gi. ! Yellut ci ñun ñuy wut kilifa bàyyi la, waaye Yaa leen tuuroon xéewal ñook seeni baay ba tax ñu fàtte [Alxuraan]. Far sànku "."
25,TÉQALE GA,19," " Weddi woon nañu leen ca li ngeen di wax. Amuñu ab rawtukaay. Te képp ku tooñati ci yéen, Danañu ko mosal mbugal mu réy "."
25,TÉQALE GA,20,"Musunoo yebal ay Yonent ca la la jiitu ludul dañu daan lekk ñam te di dox ci ja yi [màrse yi]. Def Nañu it ñenn ci yéen di sànjeb ña ca des, mbaa dangeen muñ ? - Sa Boroom de kuy gis la."
25,TÉQALE GA,21,"Ña yaakaarula dajeek ñun ñangay wax naan : " Céy bées wàcce woon ci ñun ay Malaaka, mbaa ñu gis suñu Boroom [Yàlla] ! ". Dañu doon rëy-rëylu [kaweel seen bopp], réer réer gu jéggi dayo."
25,TÉQALE GA,22,"Bis bañuy mëna gis malaaka ya du neex ci ñoom de, ndax Malaaka yaa nga naan leen : " Seeni mbir sakk na " !"
25,TÉQALE GA,23,"ñu fab jépp jëf ju ñu mësoona jëf, def ko pënd bu ñu wasaare."
25,TÉQALE GA,24,"[Bu keroogee Bis-pénc ba], waa Àjjana ñooy gën delluwaay te ñooy dàq ub nooflaay."
25,TÉQALE GA,25,"[Bu Bis baa] ba niiri asamaan si di xottiku, ñuy wàcce Malaaka yi,"
25,TÉQALE GA,26,"bu keroogee [buntub] nguur dëgg, Yërëmaakoon baa koy ame, mu doon nag Bis bu jafe ci yéefër yi."
25,TÉQALE GA,27,"Bis ba tooñkat yi di màtt seeni yoxo, te naan : " Aka neexoon ma ànd ak Yonent aw yoon !"
25,TÉQALE GA,28,"Ngalla man ! Aka neexoon jàppewuma diw sàngam ab xarit !"
25,TÉQALE GA,29,"Moo ma féewaleek [Alxuraan] ginnaaw ba mu ma ñëwalee ". Séytaane moo di yàqalekat bu bon (bu yées ba)."
25,TÉQALE GA,30,"Yonent bi daldi wax ne : " Yaw sama Boroom, nit ñi dey dëddu nañu Alxuraan jii ! ""
25,TÉQALE GA,31,"Noonu lañu defe woon Yonent bu nekk am ab noon ca tooñkat ya. Waaye nag, Sa Boroom Moom doy na sëkk kuy gindee, doy sëkk it ndimbal."
25,TÉQALE GA,32,"yéefër yaa ngay wax naan : " Lu tax wàccendoo wuñu Alxuraan jii wenn yoon mu ne ñumm ? " [Waaye ñun nii lañu koy wàccee] ngir dëgëral sa xol. Te it toftale Nañu ko bu jekk."
25,TÉQALE GA,33,"Amul léeb wu ñu lay mëna indil te indilunu la dëgg, te gën koo jub."
25,TÉQALE GA,34,"Ña nga xam ne dees na leen pang, di leen diri ci seen xar-kanam ya, jëme leen Safara, ñoom ñooy gëna yées wàccuwaay, gëna réere yoon wu jub wa."
25,TÉQALE GA,35,"Jox Nañu Muusaa Téere ba, defal ko Aaruuna mbokkam mu di ko jàppale."
25,TÉQALE GA,36,"ñu wax leen ne : " Demleen yéen ñaar ca nit ña weddi woon Suñuy kàddu ". ñu alag leen."
25,TÉQALE GA,37,"Te nitu Nóoyin ya, ba ñu weddee Yonent ya, labal Nañu leen, def Nañu leen it kéemaan ci nit ñi. Te waajalal Nañu tooñkat ya mbugal mu metti."
25,TÉQALE GA,38,"Ak nitu Aad, ak nitu Samooda ak waa Rasi, ak maas yu bari yu nekkoon seeni diggante !"
25,TÉQALE GA,39,"Ku nekk ci ñoom, sadd Nañu koy léeb, alag Nañu leen ñoom ñépp."
25,TÉQALE GA,40,"Romb nañu dëkk ba mbugal ma wàcce woon. Moo ndax gisuñu ko woon ? Ñoom kay dañoo foogoon ne duñu dekki !"
25,TÉQALE GA,41,"Bu ñu la gisee dañu lay téjji naan : " Ndax kii la Yàlla yónni ?"
25,TÉQALE GA,42,"Bu ñu muñul woon, danañu xawa féewaleek suñu yàlla jii ! ". Waaye danañu xam [Bis bu ñu gisee mbugal ma], ana kan moo réere yoon wu jub wa."
25,TÉQALE GA,43,"Ndax gisuloo ka jàppe bakkanam mu di yàllaam ? Moo ndax dangay doon wéeruwaayam ?"
25,TÉQALE GA,44,"Walla dangaa jàpp ne li ëpp ci ñoom dañuy dégg di xam ? Ñoom kay ñook mala yi ñoo yem. Walla sax ñoo gëna sànku."
25,TÉQALE GA,45,"Xanaa gisoo ni sa Boroom tàllale ker [takkander] ? Bu ko sooboon, Mu def ko mu di lu sax. Ba noppi def Nañu jant bi muy firnde,"
25,TÉQALE GA,46,"te ginnaaw loolu, xëcc Naa ko jëme ci Man muy lu yo mb."
25,TÉQALE GA,47,"Mooy Ki leen defal guddi gi mu di ag col ak nelaw yu neex, te Mu def bëccëg muy yëngatukaay."
25,TÉQALE GA,48,"Moom moo yebal ngelaw muy bégal ci yërmaandey Yàlla. Te wàcce Nañu ci asamaan si ndox mu laab,"
25,TÉQALE GA,49,"ngir ñu dundalaat ci dëkk bu dee woon, màndal ci ña ñu bind ci mala ak nit ñu bari."
25,TÉQALE GA,50,"Tasaare Nañu ko ci seen diggante ngir ñu fàttalikoo ca. Li ëpp ci nit ñi lànk di ay yéefër."
25,TÉQALE GA,51,"Bu ñu sooboon, dëkk bu nekk Danañu fa yebal ab xuppekat."
25,TÉQALE GA,52,"Bul topp ñiy weddi Alxuraan ; te nanga xeex ak ñoom xeex bu rëy."
25,TÉQALE GA,53,"Mooy Kiy dawloo ñaari géej : bii neex, lewet, ba ca des saf xorom, naqari. Te moo def ci seen diggante aw téq [bu kenn mënula jaxase]."
25,TÉQALE GA,54,"Mooy ki sos nit ci ndox, def ci aw askan ak ug goromle. Sa Boroom di Ku am kàttan [ci def lu nekk]."
25,TÉQALE GA,55,"[yéefër ya], ña ngay jaamu, bàyyi Yàlla, loo xam ne duleen jariñ, duleen lor ! Ku di ab yéefër mooy takkatook noonub Boroomam !"
25,TÉQALE GA,56,"Yónniwunu la ludul ngay xuppe aka waare."
25,TÉQALE GA,57,"Neel : " Laa ju ma leen ci ag pey. Ku mu soob nag, mën naa joxe ci yoonu Yàlla "."
25,TÉQALE GA,58,"Te nanga wéeru ci Yàlla Miy Aji-dund te du dee. Te nangay sàbbaal ci sant Ko. Moom Yàlla ku mat sëkk la ci xam bàkkaari jaamam ñi."
25,TÉQALE GA,59,"Mooy Ki bind asamaan yaak suuf si ak li nekk se en diggante, ci juróom-benni fan, daldi yemoo ca gàngunaay ga [Aras], Moo di ab Yërëmaakoon. Laaj ko ku xam."
25,TÉQALE GA,60,"Saa su ñu leen waxee : " Sujjóotal-leen [Yàlla] Mi di ab Yërëmaakoon ", ñu tontu ne : " Kuy kooku ? " - Mu faf dolli leen ug foñ."
25,TÉQALE GA,61,"Barkeel na [Moom Yàlla] mi def ci asamaan si ay yoon, def ca ab làmp [jant bi] ak weer wu leer nàññ !"
25,TÉQALE GA,62,"Mooy Ki def guddeek bëccëg ñuy jëlasante ngir ku bëgga xalaat, fàttaliku, mbaa mu bëgga sant."
25,TÉQALE GA,63,"Ak jaami Yàlla yii dox ci kaw suuf si ndànk, su ñu réer ña di wàqanteek ñoom, ñuy wax jàmm,"
25,TÉQALE GA,64,"ñoom ñooy fanaanee julli te Yàlla rekk tax [taxaw aka sujjóot] ;"
25,TÉQALE GA,65,"ñoom ñooy wax naan : " Yàlla, yal na nga ñu dëddëleek mbugalum Safara ". - mbugalum Safara soosu lu ne dànk la."
25,TÉQALE GA,66,"Ndaw dëkkuwaay bu soof !"
25,TÉQALE GA,67,"Bu ñuy joxe alal, duñu xaabaabal te it duñu nay, dañuy digg-dóomu."
25,TÉQALE GA,68,"Duñu boole di jaamoondoo dara ak Yàlla, te duñu rey bakkan bu Yàlla tere ku ko rey, ludul ci dëgg ; duñu njaaloo it - képp ku def loolu, dana dajeek mbugal"
25,TÉQALE GA,69,"dees na ko fulal mbugal ma bu Bis-pénc baa, te dafay béel cig doyadi ;"
25,TÉQALE GA,70,"ludul ña ca tuub, rëccu te gëm, tey jëfu yiw ; ñooña, Yàlla dana soppi seeni ñaawtéef def ko mu di yiw, Yàlla ab Jéggalaakoon la, ab Jaglewaakoon la ;"
25,TÉQALE GA,71,"képp kuy tuub [rëccu lu bon te bañ koo defati], dana dellu ca Yàlla mucc."
25,TÉQALE GA,72,"Ña nga xam ne duñu seede mukk aw fen ; te bu ñu rombee ay caaxaan duñu fa xand ;"
25,TÉQALE GA,73,"ña nga xam ne bu ñu déggee seen kàdduy Boroom, duñu ca tëx, duñu ca gumba ;"
25,TÉQALE GA,74,"ña nga xam ne dañuy wax naan : " Yaw suñu Boroom, defal ñu ci suñuy jabar ak suñuy doom ñuy seral xol, te nga def ñu ay njiit ca ña ragal Yàlla tey wattandiku "."
25,TÉQALE GA,75,"Ñoom dees na leen feye ay néeg yu kawe [ca Àjjana], muy peyug lañu doon muñ, te dees na leen fa teeroo ab ñuyyoo ak jàmm [ju ne béyyi],"
25,TÉQALE GA,76,"dañu fay béel. Ndaw dëkkuwaay bu neex !"
25,TÉQALE GA,77,"Neel : " Seen Boroom duleen faale, xanaa sax bu fekkoon ne yéena ngi Koy jaamu ; waaye weddi woon ngeen Yonent bi. Seen mbugal, dungeen ko mëna raw, te dafay doo lu sax."
26,WOYKAT YA,1,"Taa, Siin, Miim."
26,WOYKAT YA,2,"Lii mooy laayay Téere bu bir ba."
26,WOYKAT YA,3,"Amaana nga am ñàngi -ñàngi xol ci li ñu gëmul !"
26,WOYKAT YA,4,"Bu ñu neexoon ñu wàcce ci asamaan kéemaan guy tax ñuy jatti loos."
26,WOYKAT YA,5,"Amul benn woote bu bees bu mësoona bawoo ca Yàlla ludul ne dëndu dañu ko."
26,WOYKAT YA,6,"Weddi woon nañu, te danañu mësa joti xibaari lañu doon téjji."
26,WOYKAT YA,7,"Xanaa dañoo gisul yu bari yi ñu saxal ci kaw suuf, ci xeeti gàncax muy tollént ?"
26,WOYKAT YA,8,"Ay kéemaan yu bari nekk ci loolu ! Waaye taxut li ëpp ci ñoom gëm [diy jullit]."
26,WOYKAT YA,9,"Te sa Boroom mooy Boroom kàttan ga te di Jaglewaakoonug [yërmaande]."
26,WOYKAT YA,10,"[Fàttalikul] ba Yàlla woo na Muusaa, [ne ko] : " Demal [jubbanti ji] tooñkat ya,"
26,WOYKAT YA,11,"nitu Firawna " ; moo ndax ñoom duñu ragal Yàlla ?"
26,WOYKAT YA,12,"[Muusaa] wax ne : " Yaw Sama Boroom, damaa ragal ñu jàppe ma ab fenkat [weddi ma] ;"
26,WOYKAT YA,13,"samab dënn di xat, te kon dootuma mëna wax : Yónnil kon Aaruuna, def ko Yonent."
26,WOYKAT YA,14,"Te itam, amna tuuma ju ñu may jiiñ ; te ragal naa ñu rey ma "."
26,WOYKAT YA,15,"[Yàlla] ne : " Mukk du am ! Demleen yéen ñaar yóbb suñuy kàddu. Maa ngi ànd ak yéen di dégg."
26,WOYKAT YA,16,"Dem ca Firawna ne ko : " ñun ñaari ndawi Boroom àddina si lañu,"
26,WOYKAT YA,17,"Yebalal giir Banii-Israayil ñu ànd ak ñun "."
26,WOYKAT YA,18,"[Firawna] ne ko : " Moo ndax yarunu la fii ba nga do onee liir ? Ak li nga fi nekk lépp ?"
26,WOYKAT YA,19,"Ak jëf ji nga fi jëfoon tey xarabaate "."
26,WOYKAT YA,20,"Muusaa ne ko : " Defoon naa ko, waaye teyuma ko."
26,WOYKAT YA,21,"Ma daldi daw ba ma tiitee : faf Yàlla jox ma xam-xam, def ma ma bokk ca Yonent ya."
26,WOYKAT YA,22,"Te loolu xéewal la goo may mëna xéewale, ndax liggéeyloo nga giir Banii-Israayil lu ne ? ""
26,WOYKAT YA,23,"[Firawna] ne ko : " Waaw, ana kan mooy Boroom àddina si ? "."
26,WOYKAT YA,24,"[Muusaa ne ko] : " Mooy Boroom asamaan yeek suuf si ak li nekk seen diggante, ndegam wóolu nga ! ""
26,WOYKAT YA,25,"[Firawna] daldi wax ak ña ko wëroon, neleen : " Gaa ñi xanaa dégguleen ? ""
26,WOYKAT YA,26,"[Muusaa] ne ko : " Mooy seen Boroom, di Boroomub seeni baay "."
26,WOYKAT YA,27,"[Firawna] daldi wax ne : " Seen Yonent bii ñu leen yónni ab dof la kat "."
26,WOYKAT YA,28,"[Muusaa] ne ko : " Mooy Boroom penkook sowwu ak li nekk seen diggante, bu ngeen xel - loo ! ""
26,WOYKAT YA,29,"[Firawna] ne ko : " Soo fi jéemee indi jeneen yàlla ju dul man, danaa la téj kaso de "."
26,WOYKAT YA,30,"[Muusaa] ne ko : " Moo ne indil naa la mbir mu leer de ?"
26,WOYKAT YA,31,"[Firawna] ne ko : " Génne ko bu fekkee li ngay wax dëgg la "."
26,WOYKAT YA,32,"[Muusaa] daldi sànni yetam wa, ndekete yoo jaan la juy béllaw-béllawi."
26,WOYKAT YA,33,"Mu daldi génne loxoom, mu weex tàll ca ña koy xool."
26,WOYKAT YA,34,"[Firawna] wax gàngoor ga neleen : " Kii dey ab jibar la bu xor."
26,WOYKAT YA,35,"Da leena bëgga génne ci seen suuf sii ak jibaram gi. Lu ngeen ma ciy digal ? ""
26,WOYKAT YA,36,"Ñu ne ko : " Joxleen ñoom ñaar beneen bis te nga yónni ci gox yi ñuy woo nit ñi, di leen dajale,"
26,WOYKAT YA,37,"danañu la indil bépp jibar bu fi xor "."
26,WOYKAT YA,38,"Ñu dajale mb ooleemi jibarkat ca bis ba ñu waxoon."
26,WOYKAT YA,39,"Mu am ku yéene wax ne : " Ndax nit ñépp yemb nañu,"
26,WOYKAT YA,40,"xéy-na bu ñu toppee njibarkat yi, ndegam ñoo not ? ""
26,WOYKAT YA,41,"Ba jibar ya agsee, dellu wax Firawna ne ko : " Ndax danañu am ag pey bu fekkee ne not nañu [Muusaa] ? ""
26,WOYKAT YA,42,"Mu neleen : " Waawaaw, kon dingeen bokk ci samay jegeñaale !"
26,WOYKAT YA,43,"Muusaa neleen : " Sànnileen li ngeen di sànni "."
26,WOYKAT YA,44,"Ñu daldi sànni seen buum aki yet, daldi wax ne : " Ci doole Firawna la ñuy note "."
26,WOYKAT YA,45,"Muusaa daldi sànni yetam wa, ndeketeyoo mëdd na ya ñu deferoon."
26,WOYKAT YA,46,"Jibar ya daldi rot sujjóot,"
26,WOYKAT YA,47,"daldi wax ne : " Gëm nañu Boroom àddina si yépp,"
26,WOYKAT YA,48,"Boroom Muusaa ak Aaruuna "."
26,WOYKAT YA,49,"[Firawna] neleen : " Gëmoon ngeen ko ba ma leena laataa woo. [Xam naa ne] mooy kàndiŋ mi leen jàngal njibar ! Dangeen xam ne ! Danaa dagg seen yoxook seeni tànk, jalawle ko, danaa leen daaj yéen ñépp "."
26,WOYKAT YA,50,"Ñu ne ko : " Boo yaboo ! ñun daal jublu nañu suñu Boroom."
26,WOYKAT YA,51,"Danoo xemmem Yàlla jéggal ñu suñuy njuumte, xemmem it doon ñu njëkka gëm "."
26,WOYKAT YA,52,"ñu daldi soloo Muusaa, digal ko mu rañaan ànd ak samay jaam te danañu leen dabsi."
26,WOYKAT YA,53,"Firawna daldi yónnee ci gox yi ñuy yéene dajale nit ñi :"
26,WOYKAT YA,54," " Ñoom dey, ay mbool oo yu néew lañu,"
26,WOYKAT YA,55,"te it mere nañu ñu,"
26,WOYKAT YA,56,"te ñun danoo lefoog "."
26,WOYKAT YA,57,"ñoo leen génne woon ci dër yaak dex yi,"
26,WOYKAT YA,58,"Ak ca ndàmb yaak dëkkuwaay yu neex ya."
26,WOYKAT YA,59,"Noona lañu ko donnalee giir Bani-israayiila."
26,WOYKAT YA,60,"Ba jant ba fénkee lañu leen dabuji."
26,WOYKAT YA,61,"Ba ñaari mbooloo ya séenantee, waa kër Muusaa daldi ne : " Ñanga ñuy dabsi de "."
26,WOYKAT YA,62,"[Muusaa] ne : " Mukk, duñu ñu dab ndax ànd naak sama Boroom te Dana ma gindi "."
26,WOYKAT YA,63,"ñu daldi soloo Muusaa, digal ko : " Dóoral géej geek sa yet wi ". Mu daldi xàjjeeku, xa aj bu nekk tollu ni aw tund wu mag."
26,WOYKAT YA,64,"ñu tañcale Firawna mooku nitam."
26,WOYKAT YA,65,"ñu daldi musal Muusaa mook ña mu àndanloon ñépp ;"
26,WOYKAT YA,66,"ñu daldi labal ña ca des [Firawna aki gaayam]."
26,WOYKAT YA,67,"Kéemaana ngi ci biir loolu te taxut woon li ëpp ci ñoom gëm."
26,WOYKAT YA,68,"Te sa Boroom, mooy Boroom kàttan, di Jaglewaakoon ba."
26,WOYKAT YA,69,"Jàngal-leen xibaari Ibraayma:"
26,WOYKAT YA,70,"Ba mu waxee baayam aku nitam, neleen : " Lu ngeen di jaamu ? ""
26,WOYKAT YA,71,"Ñu ne ko : " Ay xërëm lañuy jaamu, te gëm ko lool "."
26,WOYKAT YA,72,"Ibraayma neleen : " Ndax danañu leen dégg bu ngeen leen di woo ?"
26,WOYKAT YA,73,"walla ñu di leen jariñ mbaa ñu leen di lor ? ""
26,WOYKAT YA,74,"Ñu wax ne : " ñun kat, dañoo fekk rekk suñuy baay daan ko def "."
26,WOYKAT YA,75,"Ibraayma neleen : " Xanaa gisuleen li ngeen di jaamu ?"
26,WOYKAT YA,76,"Yéen ak seen maam ya fi woon ?"
26,WOYKAT YA,77,"Ñoom ñépp sama noon lañu kudul Yàlla Miy Boroom àddina si,"
26,WOYKAT YA,78,"Moom mi ma bind te gindi ma ;"
26,WOYKAT YA,79,"Mooy ki may leel di ma nàndal ;"
26,WOYKAT YA,80,"su ma woppee, Mu faj ma,"
26,WOYKAT YA,81,"Moo may rey, di ma dundal,"
26,WOYKAT YA,82,"Mooy ki ma xemmem mu jéggal ma samay ñaawtéef bu Bis-pénc baa."
26,WOYKAT YA,83,"Yaw sama Boroom, may ma xam-xam te def ma joti ca gaa ñu baax ña ;"
26,WOYKAT YA,84,"defal ma am làmmiñ wu dëggu;"
26,WOYKAT YA,85,"def ma ma bokk ca way-donn ya Àjjanay xéewal ya."
26,WOYKAT YA,86,"te Nga jéggal sama baay : moom dafa bokk ca ñu réer ña ;"
26,WOYKAT YA,87,"te bul ma gàcceel kerook bisub dekki ba,"
26,WOYKAT YA,88,"bis ba alal aki doom du jariñati,"
26,WOYKAT YA,89,"kudul kay ñëw ca Yàllaak xol bu mucc ayib "."
26,WOYKAT YA,90,"Ñu jigeeñal Àjjana ña ragal Yàlla."
26,WOYKAT YA,91,"te gaaraleef na Safara ñeel ña béewoon,"
26,WOYKAT YA,92,"Ñu wax leen ne : " Ana fan ngeen nekkoon di fa jaamoo,"
26,WOYKAT YA,93,"bàyyi woon Yàlla ? Ndax mën nanoo dimbali seen bopp ? Walla ñu dimbali leen ? ""
26,WOYKAT YA,94,"Ñu sànni leen fa, galajaaneleen ñook mboxos ma,"
26,WOYKAT YA,95,"ak gàngoorug Ibliis ga gépp."
26,WOYKAT YA,96,"Ñuy wax ca biir tey xuloo :"
26,WOYKAT YA,97," " Waat naa ci Yàlla ne ! ñoo ngi woon ci réer gu bir,"
26,WOYKAT YA,98,"jamono ya ñu leen doon yemaleek Boroom àddina si."
26,WOYKAT YA,99,"Te tooñkat ya doŋŋa nga ñu sànk."
26,WOYKAT YA,100,"Amunu ku ñu tinu,"
26,WOYKAT YA,101,"amuma it xarit bu may miisloo."
26,WOYKAT YA,102,"Céy bu ñu delluwaatoon àdduna, kon danañu bokk ca way-gëm ña ! ""
26,WOYKAT YA,103,"Ay kéemaana ngi ci biir loolu ; te taxut woon li ëpp ci ñoom gëm."
26,WOYKAT YA,104,"Te sa boroom, mooy Boroom kàttan, di Jaglewaakoon ba."
26,WOYKAT YA,105,"Nitu Nóoyin ñoom weddi woon nañu Yonent ya,"
26,WOYKAT YA,106,"ba leen seen mbokk ma Nóoyin waxee, neleen : " Ndax dungeen ragal Yàlla ?"
26,WOYKAT YA,107,"Man seenub Yonent laa bu wóor."
26,WOYKAT YA,108,"Ragal-leen Yàlla te topp ma."
26,WOYKAT YA,109,"Te laajuma leen ci génn pey ; samag pey Boroom àddina si moo ko warlu."
26,WOYKAT YA,110,"Ragal-leen Yàlla te topp ma "."
26,WOYKAT YA,111,"Ñu wax ko ne : " Ndax danañu la gëm te ñi gëna saay-saaya ngi la topp? ""
26,WOYKAT YA,112,"Mu wax ne : " Ana man lu ma xam ca lañu daan def."
26,WOYKAT YA,113,"Seenub waññoo nga ca Yàlla [Moo koy taxawe]. Céy bu ngeen yëgoon."
26,WOYKAT YA,114,"Man dey du maay dàq ñi gëm."
26,WOYKAT YA,115,"Man doonuma ludul ab xuppekat bu bir "."
26,WOYKAT YA,116,"Ñu ne ko : " Yaw Nóoyin, soo bàyyiwul li nga nekk, dees na la jóori xeer [ba nga dee] ! ""
