verseID,canon_order,book,chapter,startVerse,endVerse,verseText
IS60_4,024_060_004,ISA,60,4,4,"Séentul fi la wër ba gis: ñoom ñépp a daje, di la fekksi, sa doom yu góor a dikke fu sore, te sa doom yu jigéen it dees leena fab, indaale. "
IS60_5,024_060_005,ISA,60,5,5,"Yaa koy gis, sa kanam ne ràññ, fit tëf-tëfi, xol fees dell, nde dees na walbati xéewali géej, indil la, alali xeet yi dikkal la. "
IS60_6,024_060_006,ISA,60,6,6,"Ndiiraanu giléem a lay fees ak njëggi Majan ak Efa, ñoom ñépp sëfe Saba. Dees na indi wurus ak cuuraay tey kañaale Aji Sax ji. "
IS60_7,024_060_007,ISA,60,7,7,"Gétti Kedar yépp a lay dajesil, kuuyi Nebayot di la jariñ, te di sarax yu dajeek ngërëm ci kaw sarxalukaayu Aji Sax ji, ma di ko darajaale sama teddngay kër. "
IS60_8,024_060_008,ISA,60,8,8,"Ana ñuy ñii di naaw niy niir, nirook ndiiraanu pitax yu jëm seeni tàgg? "
IS60_9,024_060_009,ISA,60,9,9,"Waa dun ya déy a nga may séentu, gaali Tarsis yu mag yaa nga jiitu, jële fu sore sa doom yu góor ya, indaale seen xaalis ak seen wurus, ngir sa Yàlla Aji Sax ji, Aji Sell ju Israyil ji la teral. "
IS60_10,024_060_010,ISA,60,10,10,"Ay doomi doxandéem ay tabaxaat say tata, seeni buur di la surgawu. Maa meroon, duma la, maa la baaxe, yërëm la. "
IS60_11,024_060_011,ISA,60,11,11,"Say wunt ay ubbiku saa su ne, guddeek bëccëg, du tëje, xanaa di la jàlleel alali xeet yi, seeni buur riixle ànd ca. "
IS60_12,024_060_012,ISA,60,12,12,"Mu diw xeet, dim réew, ku la ci nangulul sànku. Xeet yooyu yépp ay yàqu yaxeet. "
IS60_13,024_060_013,ISA,60,13,13,"Taaru àllub Libaŋ a lay ñibbsil, garabu sippar, pẽe ak geneen gu dëkke naat, taaralsi sama kër gu sell gi, ba ma terale ci sama ndëggastalu tànk. "
IS60_14,024_060_014,ISA,60,14,14,"Ña la daa néewal, seeni doom a lay sukkalsi. Ña la daa ñàkke worma, mujj di fóon say tànk. Dees na la wooye Dëkkub Aji Sax ji , mbaa Siyoŋ, màkkaanu Aji Sell ju Israyil. "
IS60_15,024_060_015,ISA,60,15,15,"Dees laa foñ, jéppi la, ba kenn jaareetu fi. Waaye maay def ñu di la sagoo ba fàww, di la bége sët ba sëtaat. "
IS60_16,024_060_016,ISA,60,16,16,"Yaay naan soowum xeet yi, nàmp weenu buur yi, ba xam ne maay Aji Sax jiy walloo, jàmbaaru Yanqóoba ji lay jot. "
IS60_17,024_060_017,ISA,60,17,17,"Maay wuutale xànjar, wurus; wuutale weñ gu ñuul, xaalis; bant, xànjar; doj, weñ gu ñuul. Jàmm laay def mu jiite la, def njekk yilif la. "
IS60_18,024_060_018,ISA,60,18,18,"Deesatul dégg ci sam réew: Fitna ñëw na! deesatul dégg it fi sa kemu suuf: Yàqute ak Yàqulee ngi! Mucc ngay tudde say tata, te Cant ngay tudde sa bunti dëkk. "
IS60_19,024_060_019,ISA,60,19,19,"Du jant a lay leeralati bëccëg, te weer du la niital; Aji Sax jeey doon sag leer ba fàww, sa Yàlla jooju di sab taar. "
IS60_20,024_060_020,ISA,60,20,20,"Sab jant du sooti, sa weer du suuxati. Aji Sax jeey doon sag leer ba fàww, sa fani ñaawlu jeex. "
IS60_21,024_060_021,ISA,60,21,21,"Sa askan wépp ñu jub lañuy doon, te ñooy moom réew mi ba fàww. Ñooy sama njëmbat li ma jëmbatal sama bopp, sàkke leen samay loxo, ngir sama teddnga teew. "
IS60_22,024_060_022,ISA,60,22,22,"Ki ci gëna tuut ay meññ junni, ki ci gëna néew jur xeet wu mag. Man Aji Sax ji, bu lii jotee, ma gaaw koo sottal. "
IS61_1,024_061_001,ISA,61,1,1,"Noowug Boroom bi Aji Sax jaa ngi fi sama kaw, ndax Aji Sax jee ma diw, fal ma, ngir ma àgge néew-doole yi xibaaru jàmm. Moo ma yebal ngir ma dëfal ñi seen xol jeex, yégal jaam yi, seen goreel, yégal ñi ñu tëj, seen ubbite. "
IS61_2,024_061_002,ISA,61,2,2,"Moo ma yónni ngir ma yéene atum yiwu Aji Sax ji, ak at mu sunu Yàlla di mbugalee. Moo ma yónni ngir dëfal ñiy ñaawlu ñépp, "
IS61_3,024_061_003,ISA,61,3,3,"ngir tabb waa Siyoŋ ñiy ñaawlu, jox leen kaala gu wuutu dóom bi ñuy ñaawloo, ak diwu mbégte mu ñu weccikoo seenu tiis, ak mbubbam cant mu ñu weccikoo xol bu jeex, ba ñu naa: Ñii ñoo di ponkali garabi njekk yi, njëmbat li Aji Sax ji jëmbat, ngir teewal teddngaam. "
IS61_4,024_061_004,ISA,61,4,4,"Ñooy tabaxaat gent ya woon, yékkati bérab ya tasoon bu yàgg, dekkal dëkk yu tas, bérab yu gental ay maasi maas. "
IS61_5,024_061_005,ISA,61,5,5,"Ay gan ay dikk, di leen sàmmal seeni gétt, ay doomi doxandéem di leen beyal tool ak tóokëru reseñ. "
IS61_6,024_061_006,ISA,61,6,6,"Yeen nag lees di wooye: Sarxalkati Aji Sax ji, ñu naa: Sunu surgay Yàlla yaa ngi! Alali xeet yi, yeena koy lekk, di damoo seeni koom. "
IS61_7,024_061_007,ISA,61,7,7,"Sama ñoñ ay weccikoo seen gàcce ñaari céri teraanga, sarxolley mbég di seen cér, wuutu toroxte. Ñaari cér lañuy am ca seenum réew, mbégte mu sax ñeel leen. "
IS61_8,024_061_008,ISA,61,8,8,"Man Aji Sax ji, damaa sopp yoon, bañ càcc ak ñaawtéef. Maay dàmp sama ñoñ ni mu ware, fas ak ñoom kóllëre gu sax. "
IS61_9,024_061_009,ISA,61,9,9,"Dees na xàmmee seen askan fi biir xeet yi, xàmmee lu meññe ci ñoom fi biir waaso yi; képp ku leen gis ràññee ne ñooy askan wu Aji Sax ji barkeel. "
IS61_10,024_061_010,ISA,61,10,10,"Maa béga bég ci Aji Sax ji, sama xol di sedd ci sama Yàlla jii. Moo ma solal yérey mucc, sànge ma mbubbam njekk, may nirook boroom séet bu kaalawu ni sarxalkat, ne xenjaw ni séet bu takki gànjaram. "
IS61_11,024_061_011,ISA,61,11,11,"Ni suuf di fettalem njebbit, ab tool di ko saxalem jiwu, ni la Boroom bi Aji Sax ji di jebbile njekk ak cant, xeetoo xeet seede ko. "
IS62_1,024_062_001,ISA,62,1,1,"Siyoŋ a tax duma selaw, Yerusalem laa ne, moo tax duma noppi, ba kera ceeñeeru njekkam teew, jumu muccam dikkal ko. "
IS62_2,024_062_002,ISA,62,2,2,"Su boobaa xeet yi gis sag njekk, buur yépp gis sa daraja, ba ñu di la tudde tur wu yees, wu Aji Sax ji di tuddal boppam. "
IS62_3,024_062_003,ISA,62,3,3,"Yaay doon kaalag teddnga ci loxol Aji Sax ji, yaay doon mbaxanam buur, ci sa biir loxol Yàlla jii. "
IS62_4,024_062_004,ISA,62,4,4,"Deesatu la wooye Dëkk bi ñu wacc, deesatul wooye sam réew Réew mu gental. Xanaa ñu wooye la Dëkk bi ma neex, tey wooye sam réew Boroom jëkkër, nde yaa neex Aji Sax ji, te sa réew mi dina am boroom kër. "
IS62_5,024_062_005,ISA,62,5,5,"Ni xale bu góor di takke ab janq, ni la la sa doom yu góor di moome ni jëkkër; ni boroom séet di bégee ab séetam, ni la la sa Yàlla di bégee. "
IS62_6,024_062_006,ISA,62,6,6,"Yerusalem, tabb naa ay jongrukat ci sa kawi tata. Buñu selaw, du guddi du bëccëg! Yeen ñiy soññ Aji Sax ji, buleen dal-lu. "
IS62_7,024_062_007,ISA,62,7,7,"Buleen may Aji Sax ji fu mu dal-loo, ba kera muy taxawalaat Yerusalem, ba def ko sababu cant fi kaw suuf. "
IS62_8,024_062_008,ISA,62,8,8,"Aji Sax jee giñ lii ci ndijooram, giñ ko ci përëgam bi àttan, ne: Dootuma joxe sam pepp, say noon dunde, te doomi doxandéem dootuñu naan sa biiñ bu bees, bi nga ame saw ñaq. "
IS62_9,024_062_009,ISA,62,9,9,"Ñi góob pepp mee koy lekk, di ko sante Aji Sax ji. Ñi witt reseñ jeey naan biiñ bi, fi sama biir ëtt bu sell. "
IS62_10,024_062_010,ISA,62,10,10,"Jàllsileen, jàllsileen bunti dëkk bi, xàll-leen yoonu xeet wi, maasaleleenoo, maasaleleen ngér mi, dindi doj yi! Yékkatileen raaya ju askan yépp gis. "
IS62_11,024_062_011,ISA,62,11,11,"Aji Sax jaa ngoog, yéene na lii ba ca cati àddina. Mu ne: Waxleen Siyoŋ dëkk bu taaru bi, ne ko: Sab jotkat a ngii di dikk! Mu ngii ànd akub yoolam, ñaqu liggéeyam jiitu ko. "
IS62_12,024_062_012,ISA,62,12,12,"Dees na leen wooye Askan wu sell wi, Ñi Aji Sax ji jot; te yaw Yerusalem dees na la wooye Ki ñu namm, Dëkk bi ñu waccul. "
IS63_1,024_063_001,ISA,63,1,1,"Ana kuy kii bawoo Edom, sol yére yu xonq, bawoo Boccra? Kii ak yéreem yu yànj, di daagoo dooleem ju bare? Xanaa man mii di waxe njekk, te am dooley walloo. "
IS63_2,024_063_002,ISA,63,2,2,"Lu waral sa xonqaayu mbubb mi, sa yére yi mel ni ku doon dëre dërukaayu reseñ? "
IS63_3,024_063_003,ISA,63,3,3," Maa doon dëre tànk, man kenn ci ab dërukaayu reseñ, xeet yépp kenn dërlewu ma ci. Sama mer laa leen dëre, samam sànj laa leen dëggaatee, seen deret tis ci samay yére, ma taqal sama yére yépp. "
IS63_4,024_063_004,ISA,63,4,4,"Bésub mbugal laa mébétoon, te atum njot teew. "
IS63_5,024_063_005,ISA,63,5,5,"Ma xool, gisuma ku ma dimbali, ma tiislu li ma amul ku ma jàpple. Ca la ma sama përëg wallu, samam sànj jàpple ma ca. "
IS63_6,024_063_006,ISA,63,6,6,"Sama mer laa dëggaatee ay xeet, samam sànj laa leen màndal, sotti seen deret fi suuf. "
IS63_7,024_063_007,ISA,63,7,7,"Jëfi ngoru Aji Sax ji laay fàttlee ak cant gi Aji Sax ji yelloo, ngir li nu Aji Sax ji defal lépp; mbaax gu réy gi mu ji waa kër Israyil, defal leen ko ci yërmandeem, ak jëfi ngoram gu réy. "
IS63_8,024_063_008,ISA,63,8,8,Moo noon: Sama ñoñ déy ñoom a! Ñee di doom yu dul tas yaakaar. Mu daldi doon seen jotkat. 
IS63_9,024_063_009,ISA,63,9,9,"Seen gépp njàqare di njàqarey boppam, malaaka mi mu jàkkaarlool musal leen ca. Moo leen sopp, ñeewante leen, ba jotal leen boppam, te fu ñu masa jaare démb, mu fab leen, boot. "
IS63_10,024_063_010,ISA,63,10,10,"Waaye ñoom ñoo fippu, di naqaral xelam mu sell, mu soppliku seen noon, ba mujj di xareek ñoom. "
IS63_11,024_063_011,ISA,63,11,11,"Ñoñam ña daldi fàttliku janti Muusaa ya woon. Ña nga naan: Ana ki jàlle woon Israyil géej, mook sàmmi géttam ga? Ana ki yebaloon noowam gu sell ci seen biir? "
IS63_12,024_063_012,ISA,63,12,12,"Ana ki dawaloon dooley përëgam bu tedd ba, ñeel ndijooru Muusaa, xaral leen ndox ma, ba ame ca woy wu sax dàkk? "
IS63_13,024_063_013,ISA,63,13,13,"Ana ku leen doxloo woon biir xóote ya, ñu mel ni fasi naari góor ci biir màndiŋ, te tërëfuñu? "
IS63_14,024_063_014,ISA,63,14,14,"Ni jur gu wàccew xur, di fa fore, ni la leen Noowug Aji Sax ji maye ab dal-lukaay. Noonu nga wommate sa ñoñ, ba ame ca woy wu rafet. "
IS63_15,024_063_015,ISA,63,15,15," Ngalla séentool asamaan, xooleel fa sa kër gu sell ga ne ràññ. Ana sa fiiraangeek sa njàmbaar? Sag rafet xol ak sa yërmande ñooru na ma! "
IS63_16,024_063_016,ISA,63,16,16,"Yaw déy yaa di sunu Baay. Ibraayma xamalu nu dara, Israyil xamu nu. Yaw Aji Sax ji yaa di sunu Baay, sa tur a di sunu Jotkat naka jekk. "
IS63_17,024_063_017,ISA,63,17,17,"Aji Sax ji, loo nuy wërloo fu sore say yoon, di nu dërkiisal, ba ragalatunu la? Sang bi, délsil ngir nun, sa giir yii nga séddoo. "
IS63_18,024_063_018,ISA,63,18,18,"Nun sa xeet wu sell wii, moomunu réew mi lu yàgg, te noon yi dëggaate nañu sa bérab bu sell. "
IS63_19,024_063_019,ISA,63,19,19,"Nu ngi mel ni xeet woo masula yilif, xeet wu ñu masula tudde sa tur. Éy soo xaroon asamaan, wàcc, ba tund yi yëngu fi sa kanam! "
IS64_1,024_064_001,ISA,64,1,1,"Ni sawara di jafale boob, baxale ko am ndox, ni ngay xamalsee say noon, saw tur, ba yooyu xeet di lox fi sa kanam. "
IS64_2,024_064_002,ISA,64,2,2,"Ba ngay def kiraama ya ñu séentuwuloon, yaa wàcc, tund yi yëngu fi sa kanam. "
IS64_3,024_064_003,ISA,64,3,3,"Ca cosaan ba tey maseesula dégg, nopp masula dégmati, bët masula gis yàlla ju la moy, mu defal nii ku ko yaakaar. "
IS64_4,024_064_004,ISA,64,4,4,"Yaay gatandu kiy bége njekk gi muy jëfe te di ba xel say yoon, yi ñu mas di jaare, ba mucc. Waaye kat, yaa nu mere, ndax noo bàkkaar. "
IS64_5,024_064_005,ISA,64,5,5,"Nun ñépp a mujj mel ni sobe, ni sagaru sobe la sunu gépp njekk mel. Nu ngii nun ñépp mel ni xob wu lax, sunuy tooñ buub nu, yóbbu ni ngelaw. "
IS64_6,024_064_006,ISA,64,6,6,"Du kenn kuy wormaal sa tur, mbaa mu yewwu ba jàpp ci yaw, yaa nu làq saw yiw, yaa nu def ban bu tooy ci sunu biir ñaawtéef yi nu tanc. "
IS64_7,024_064_007,ISA,64,7,7,"Waaye déy, Aji Sax ji, yaa di sunu Baay; noo di ban, yaw ngay tabaxkatu njaq, nun ñépp di sa liggéeyu loxo. "
IS64_8,024_064_008,ISA,64,8,8,"Éy Aji Sax ji, bul mer lool, bul ba xel fàww ci ñaawtéef. Ngalla seetal ne nooy sa ñoñ, nun ñépp. "
IS64_9,024_064_009,ISA,64,9,9,"Sa dëkk yu sell doon nañu màndiŋ, Siyoŋ ca la, doon na màndiŋ. Yerusalem laa ne, gental na! "
IS64_10,024_064_010,ISA,64,10,10,"Sunu kërug jaamookaay gu sell ga te tedd, fa la sunuy maam daa màggale, sawara xoyom na ko, mboolem lu nu soppoon yàqu yaxeet. "
IS64_11,024_064_011,ISA,64,11,11,"Éy Aji Sax ji, lii lépp xanaa doo ci téye sa loxo? Xanaa doo ci seleŋlu, teg nu gàcce gu réy? "
IS65_1,024_065_001,ISA,65,1,1,"Maa may ay nit tont te laajuñu ma. Maa leen may, ñu gis ma te seetuñu ma woon. Maa ne leen: Maa ngii, maa ngii! te ñuy xeet wu dul tudd sama tur. "
IS65_2,024_065_002,ISA,65,2,2,"Samay loxo laa yendoo tàllal askanu fippukat, nit ñuy doxe yoon wu baaxul, topp seen xelum bopp. "
IS65_3,024_065_003,ISA,65,3,3,"Ñoo di xeet wu ma ne jàkk, dëkke maa naqaral, di sarxalali tuur ci biiri tool, di leen taalal cuuraay ci kaw sarxalukaay bu ñu tabax, "
IS65_4,024_065_004,ISA,65,4,4,"di tooge diggi bàmmeel, di fanaan bérab yu làqu; di lekk yàppu mbaam, seeni cin def ñam yu sobewu, "
IS65_5,024_065_005,ISA,65,5,5,"te ñu naan: Dellul gannaaw, bul ma jege, maa la gëna sell! Lii déy daa mel ni saxar ci samay wakkan, mel ni sawara su yendoo boy. "
IS65_6,024_065_006,ISA,65,6,6,"Ma ne dogal a ngii binde, fi sama kanam: Duma noppi déy, maa leen di fey, maa leen di fey ba mu mat sëkk. "
IS65_7,024_065_007,ISA,65,7,7,"Aji Sax ji nee: Muy seeni ñaawtéef, di seen ñaawtéefi maam, ya daan taalali tuur cuuraay ca tund yu mag ya, di ma kókkali ca kaw tund yu ndaw ya, lépp laa leen di fey ba mu mat sëkk, muy seen añu jëf ja woon. "
IS65_8,024_065_008,ISA,65,8,8,"Aji Sax ji dafa wax ne: Ni nit di gise cabbu reseñ ju fees dell, ne: Buleen ko yàq, ngëneel a ngi ci, noonu laay def ngir sama jaam ñi, baña boole lépp yàq. "
IS65_9,024_065_009,ISA,65,9,9,"Fi Yanqóoba laay soqee aw askan, fi Yuda laa ne, fi laay jële lu séddoo samay tund. Samay tànnéef a koy séddoo, sama jaam ñi kay a fay dëkke. "
IS65_10,024_065_010,ISA,65,10,10,"Joorug Saron ay dellu di parlub gàtt gi, xuru Akor di goorukaayu nag yi, ñeel sama ñoñ ñi may sàkkuji. "
IS65_11,024_065_011,ISA,65,11,11," Waaye yeen ñi wacc Aji Sax ji, yeen ñi fàtte sama tund wu sell wi, di taajal ndab, Gàdd tuur mi, di xellil biiñu njafaan, Meni tuur mi, "
IS65_12,024_065_012,ISA,65,12,12,"maa leen di dogalal saamar, ngeen bokk sukk, ñu rendi leen, ngir maa woote, wuyuwuleen, ma wax, dégguleen, xanaa di def li ma ñaawlu, taamu li ma buggul. "
IS65_13,024_065_013,ISA,65,13,13,"Moo tax Boroom bi Aji Sax ji dafa wax ne: Ma ne sama jaam ñeey lekk, yeen ngeen nekke xiif. Ma ne sama jaam ñeey naan, yeen ngeen nekke mar. Sama jaam ñeey bànneexuji, yeen, ngeen nekke gàcce. "
IS65_14,024_065_014,ISA,65,14,14,"Sama jaam ñeey sarxolleji ndax xol bu neex, yeen ngeen di yuuxu ndax naqaru xol, di jooyoo ndax xol bu jeex. "
IS65_15,024_065_015,ISA,65,15,15,"Seen tur wi ngeen bàyyi gannaaw la samay tànnéef di móoloo, naan: Yal na la Boroom bi Aji Sax ji rey ni diw ak diw, waaye ñoom sama jaam ñi, tur wu yees lees leen di wooye, "
IS65_16,024_065_016,ISA,65,16,16,"ba képp ku namma barkeel fi kaw suuf, ci Yàlla jiy dëgg la koy ñaane, te kuy giñ fi kaw suuf it, ci Yàlla jiy dëgg la koy giñe. Day fekk njàqare ya jiitu di lu ñu fàtte, te di lu làqu saay gët. "
IS65_17,024_065_017,ISA,65,17,17," Maa ngii di sàkksi asamaan su yees ak suuf su yees. Deesul fàttlikooti yëf ya jiitu, xel dootu ci dem. "
IS65_18,024_065_018,ISA,65,18,18,"Bégleen kay, te saxoo di bànneexoo li ma sàkk: Maa ngii di sàkk Yerusalemu mbégte, waa dëkk ba nekke bànneex. "
IS65_19,024_065_019,ISA,65,19,19,"Maay bége Yerusalem, bànneexoo sama ñoñ. Deesu fi déggati ay jooy, mbaa coowal njàqare. "
IS65_20,024_065_020,ISA,65,20,20,"Deesu fi gisati tuut-tànk bu dund fan yu néew, mbaa mag mu dee te ay fanam matul, ba ku am téeméeri at dee sax, di ku gàtt fan, te ku àggul téeméer, ñu ne alku nga. "
IS65_21,024_065_021,ISA,65,21,21," Ñooy tabax ay kër, dëkke, jëmbati tóokër, lekk ca meññeef ma. "
IS65_22,024_065_022,ISA,65,22,22,"Duñu tabax moos, keneen dëkke; duñu jëmbat moos, keneen xéewloo. Sama ñoñ ay tollook garab yi fan, sama xejj yeey jagoo seenu ñaq. "
IS65_23,024_065_023,ISA,65,23,23,"Duñu liggéeyati mukk ci neen te dootuñu jural mbas. Ñooñooy askanu ñi Aji Sax ji barkeel, seeni doom nekk ak ñoom. "
IS65_24,024_065_024,ISA,65,24,24,"Su boobaa balees woote, man, maay wuyu; balaa ñoo daane seen kàddu, ma nangul leen. "
IS65_25,024_065_025,ISA,65,25,25,"Bukki ak mboteey bokk di for, gaynde niw nag, di for um ñax, jaan di dunde pënd. Deesatul gaañe mbaa di lore, fi mboolem sama kaw tund wu sell wi. Aji Sax jee ko wax. "
IS66_1,024_066_001,ISA,66,1,1,"Aji Sax ji dafa wax ne: Asamaan sama ngàngunee, suuf di sama ndëggastal. Ana kër gu ngeen may tabaxal man? Ana ban bérab ay sama dal-lukaay? "
IS66_2,024_066_002,ISA,66,2,2,"Mboolem yooyu, sama loxoo ko sàkk; nii la lépp ame. Kàddug Aji Sax jee. Ku mel nii laay niir: néew-ji-doole ji xolam jeex, te muy déglu sama kàddu bay lox. "
IS66_3,024_066_003,ISA,66,3,3,"Kee moom mu ngi rendiw yëkk, sarxal, te teewu koo bóome. Kee rendiw xar, sarxal, te teewu koo damm loosu xaj, sarxal. Kee ngi joxe saraxu pepp, te teewu koo tuur deretu mbaam-xuux. Kee di taal saraxu baaxantalu cuuraay, tey jaamu ay tuur. Ñoo taamu seen yoonu bopp, safoo seeni jëf ju seexluwu. "
IS66_4,024_066_004,ISA,66,4,4,"Man it maa leen di taamoo jox seeni mbugal, dikke leen tiitaange yi ñu yelloo, ngir maa woote, kenn wuyuwul, ma àddu, dégluwuñu ma. Xanaa di def lu bon lu ma ñaawlu, li ma buggul, ñu taamu ko. "
IS66_5,024_066_005,ISA,66,5,5,"Dégluleen kàddug Aji Sax ji, yeen ñiy déglu kàddoom, di lox. Lii de mooy seen kàddug bokk, yi leen jéppi, di leen dàq ngir samaw tur. Ñu ngi naan: Na Aji Sax ji darajaal boppam, ba nu teewe seen mbégte, yeen ñii! Waaye ñoom de ñooy rus. "
IS66_6,024_066_006,ISA,66,6,6,"Coowal xaree ngoog bawoo dëkk ba, coow laa nga jóge kërug Yàlla ga, coowal Aji Sax jee, mooy yool ay noonam. "
IS66_7,024_066_007,ISA,66,7,7,"Kii balaa matu, wasin na, bala moo am mititu mat, jur na doom ju góor. "
IS66_8,024_066_008,ISA,66,8,8,"Ku masa dégg lu mel nii? Ku masa gis lu mel nii? Am réew dina sosu ci benn bés a? Am aw xeet dina jekki sosu ci wenn fan? Siyoŋ de, moo tàmbali matu rekk, jur doomam yu góor. "
IS66_9,024_066_009,ISA,66,9,9,"Aji Sax ji nee: Man miy jàpple jigéen ba ëmbam mat, dinaa ko xañ wasin? Man miy wasinloo nit, dinaa fatt njurukaayam? Sa Yàllaa ko wax. "
IS66_10,024_066_010,ISA,66,10,10,"Yeen soppey Yerusalem yépp, bégandooleen ak moom, te di ko bànneexoo. Mboolem yeen ñi doon ñaawlu tiisu Yerusalem, bokkleen ak moom xolam bu sedd. "
IS66_11,024_066_011,ISA,66,11,11,"Su ko defee ngeen nàmp ba suur weenam wiy naxtaane, su ko defee ngeen nàmp bay tàqamtiku soowum weenam mi ne xéew. "
IS66_12,024_066_012,ISA,66,12,12,"Aji Sax ji déy dafa wax ne: Maa ngii di yóbbu Yerusalem ci jàmm ju mel ni géej, ak waamey koom muy wal, bawoo ci xeet yi. Yeenay tooge luppu Yerusalem, di nàmp, uufu ciy óom, mu di leen raay. "
IS66_13,024_066_013,ISA,66,13,13,"Man maa leen di naxtaan ba ngeen dal, ni doom ju ndeyam di naxtaan ba mu dal, ngeen am xel mu dal fi Yerusalem. "
IS66_14,024_066_014,ISA,66,14,14,"Yeenay teewe lii, seen xol tooy, seen yaram leqliku ni ñax mu yég nawet. Dooley Aji Sax ji la ay jaamam di xam, te am sànjam la ay noonam di xam. "
IS66_15,024_066_015,ISA,66,15,15," Aji Sax ji déy a ngii dikke sawara, ay watiiram mel ni ngëlén, mu nara sànju, sotti meram, gëdde sawara wuy sëlsëli. "
IS66_16,024_066_016,ISA,66,16,16,"Sawara déy la Aji Sax ji di mbugale, saamaram ba dal mboolem doom aadama, ñi Aji Sax ji bóom ne xas. "
IS66_17,024_066_017,ISA,66,17,17," Ñii di sellalu ak a sangu-set bala ñoo duggi tool ya ñuy tuuroo, di fa toppi ca gannaaw ka ca digg ba, ñooñooy lekk yàppu mbaam, ak yeneen yu seexluwu ni janax, te ñooy bokk sànku. Kàddug Aji Sax jee. "
IS66_18,024_066_018,ISA,66,18,18," Man maa xam seeni jëf ak seeni xalaat. Bés bii taxaw lees di dajale xeetoo xeet aki làkk, ñu dikk ba niir samag leer. "
IS66_19,024_066_019,ISA,66,19,19,"Maay teg firnde fi seen digg, ba jël ñenn ca ña dese bakkan ca ñoom, yebal leen ci xeet yi, yebal leen Tarsis, ak Pul ak Ludd, ñooña di ñu mane fitt, ma yebal leen ca waa Tubal ak Yawaan, waa duni géej yu sore ya, ñooñu masula dégg sama jaloore, te masuñoo gis sama teddnga, sama ndaw ñaa leen di xamal sama teddnga. "
IS66_20,024_066_020,ISA,66,20,20,"Xeet yooyooy indi seen bokk yi bokk ak yeen ñépp, jële leen ci mboolem xeet yi, ñu doon sarax bu ñeel Aji Sax ji, wari fas aki watiir, ba ci watiir yu ñu mbaar, aki berkelleeki giléem, ba agsi sama tund wu sell, wi ci Yerusalem. Aji Sax jee ko wax. Day mel ni noonu bànni Israyil di yóbboo sarax, yeb ko ci ndab lu sell, yóbbu kër Aji Sax ji. "
IS66_21,024_066_021,ISA,66,21,21,"Te ñenn ci yooyu xeet, maa leen di jël, def leen ay sarxalkat aki Leween. Aji Sax jee ko wax. "
IS66_22,024_066_022,ISA,66,22,22," Asamaan su yees sii, ak suuf su yees sii may waaja sàkk déy, ni seen taxawaay di yàgge fi sama kanam, yeen, ni la seen askan ak seen tur di yàgge fi sama kanam. "
IS66_23,024_066_023,ISA,66,23,23,"Su ko defee Terutel weer ba Terutel weer, bésub Noflaay ba bésub Noflaay, mboolem doom aadama di ma sujjóotalsi. Aji Sax jee ko wax. "
IS66_24,024_066_024,ISA,66,24,24," Te bu ñu génnee, gis néewi ñi doon fippu fi sama kaw, seeni sax duñu dee mukk, seen sawara du fey mukk, te boroom suux bu leen gis, yaram wa daw. "
JR1_1,025_001_001,JER,1,1,1,"Muy kàddug Yeremi, góor gi baayam Ilkiya bokk ci sarxalkat yi dëkk Anatot, ca diiwaanu Beñamin. "
JR1_2,025_001_002,JER,1,2,2,"Kàddug Aji Sax ji dikkal ko ci jamonoy buuru réewum Yuda, Yosya doomu Amon. Mu yemook fukkeelu atu nguuram ak ñett. "
JR1_3,025_001_003,JER,1,3,3,"Kàddug Aji Sax ji dikkal na ko ba tey ci janti buurub Yuda, Yowakim doomu Yosya, di ko dikkal, ba keroog nguurug Cedesyas, jeneen doomu Yosya ja di jeex. Mu yemook fukkeelu atu nguuram ak benn, ca juróomeelu weer wa. Booba lañu jàpp waa Yerusalem njaam, yóbbu leen. "
JR1_4,025_001_004,JER,1,4,4,"Kàddug Aji Sax ji dikkal na ma, ne ma: "
JR1_5,025_001_005,JER,1,5,5," Laata ma lay sos ci sa biiru ndey, xam naa la; laata ngay juddoo ci sa ndey, séddoo naa la, def la ngay yonent ñeel xeet yi. "
JR1_6,025_001_006,JER,1,6,6,"Ma ne: Éy Boroom bi Aji Sax ji, da di manumaa wax, gone doŋŋ laa. "
JR1_7,025_001_007,JER,1,7,7,"Aji Sax ji ne ma: Bul ne: Gone laa. Képp ku ma la yebal, dem ca; lépp lu ma la sant, wax ko. "
JR1_8,025_001_008,JER,1,8,8,"Bu leen ragal, ngir yaw laay àndal, di la xettli. Kàddug Aji Sax jee. "
JR1_9,025_001_009,JER,1,9,9,"Aji Sax ji tàllal loxoom, laal sama gémmiñ. Aji Sax ji ne ma: Mu ngoog, sexal naa la samay kàddu. "
JR1_10,025_001_010,JER,1,10,10,"Ma ne, tabb naa la bés niki tey, ci kaw xeet yeek réew yi, ngay buddat, di fàqat, di yàqte ak a daaneel, di defar ak a jëmbat. "
JR1_11,025_001_011,JER,1,11,11,"Kàddug Aji Sax ji dikkal ma, ne ma: Yeremi, loo gis? Ma ne ko: Caru garabu saal laa gis. "
JR1_12,025_001_012,JER,1,12,12,"Aji Sax ji ne ma: Yaa ko gis, maa sàlloo def sama kàddu, ngir sottal ko. "
JR1_13,025_001_013,JER,1,13,13,"Kàddug Aji Sax ji dikkalaat ma ñaareel bi yoon, ne ma: Loo gis? Ma ne: Cin luy bax laa gis. Mu ngi joye bëj-gànnaar, jublook nun. "
